id,category,error_name,error_code,symptoms,probable_causes,step_1,step_2,step_3,verification,risk,sources
BSOD-055,BSOD,SYSTEM_SERVICE_EXCEPTION,SYSTEM_SERVICE_EXCEPTION,Blue screen displaying SYSTEM_SERVICE_EXCEPTION (SYSTEM_SERVICE_EXCEPTION) after boot,Faulty or outdated device driver,"Check disk: `chkdsk /f /r`, and ensure backups",Boot into Safe Mode; run System File Checker: `sfc /scannow`,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-056,BSOD,CRITICAL_STRUCTURE_CORRUPTION,CRITICAL_STRUCTURE_CORRUPTION,System crashes to BSOD with CRITICAL_STRUCTURE_CORRUPTION when starting application,Disk errors or file system corruption,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Boot into Safe Mode; run System File Checker: `sfc /scannow`,"Check disk: `chkdsk /f /r`, and ensure backups",Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-057,BSOD,IRQL_NOT_LESS_OR_EQUAL,IRQL_NOT_LESS_OR_EQUAL,Random restart and BSOD showing IRQL_NOT_LESS_OR_EQUAL code IRQL_NOT_LESS_OR_EQUAL,Faulty or outdated device driver,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Boot into Safe Mode; run System File Checker: `sfc /scannow`,"Check disk: `chkdsk /f /r`, and ensure backups",Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-058,BSOD,THREAD_STUCK_IN_DEVICE_DRIVER,THREAD_STUCK_IN_DEVICE_DRIVER,System crashes to BSOD with THREAD_STUCK_IN_DEVICE_DRIVER when starting application,Faulty or outdated device driver,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,"Check disk: `chkdsk /f /r`, and ensure backups",Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,low,Microsoft Support / Vendor KB (paraphrased)
BSOD-059,BSOD,MEMORY_MANAGEMENT,MEMORY_MANAGEMENT,Random restart and BSOD showing MEMORY_MANAGEMENT code MEMORY_MANAGEMENT,Disk errors or file system corruption,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Update or roll back the suspected device driver via Device Manager,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-060,BSOD,SYSTEM_SERVICE_EXCEPTION,SYSTEM_SERVICE_EXCEPTION,Crash with message SYSTEM_SERVICE_EXCEPTION during driver update,Corrupted system files or recent update,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-061,BSOD,SYSTEM_THREAD_EXCEPTION_NOT_HANDLED,SYSTEM_THREAD_EXCEPTION_NOT_HANDLED,Random restart and BSOD showing SYSTEM_THREAD_EXCEPTION_NOT_HANDLED code SYSTEM_THREAD_EXCEPTION_NOT_HANDLED,Faulty or outdated device driver,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Update or roll back the suspected device driver via Device Manager,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,low,Microsoft Support / Vendor KB (paraphrased)
BSOD-062,BSOD,DPC_WATCHDOG_VIOLATION,DPC_WATCHDOG_VIOLATION,Random restart and BSOD showing DPC_WATCHDOG_VIOLATION code DPC_WATCHDOG_VIOLATION,Bad RAM or memory corruption,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Update or roll back the suspected device driver via Device Manager,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-063,BSOD,NTFS_FILE_SYSTEM,NTFS_FILE_SYSTEM,Crash with message NTFS_FILE_SYSTEM during driver update,Overheating or hardware incompatibility,Update or roll back the suspected device driver via Device Manager,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-064,BSOD,MEMORY_MANAGEMENT,MEMORY_MANAGEMENT,Random restart and BSOD showing MEMORY_MANAGEMENT code MEMORY_MANAGEMENT,Corrupted system files or recent update,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-065,BSOD,DRIVER_IRQL_NOT_LESS_OR_EQUAL,DRIVER_IRQL_NOT_LESS_OR_EQUAL,Crash with message DRIVER_IRQL_NOT_LESS_OR_EQUAL during driver update,Overheating or hardware incompatibility,"Check disk: `chkdsk /f /r`, and ensure backups",Boot into Safe Mode; run System File Checker: `sfc /scannow`,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-066,BSOD,INACCESSIBLE_BOOT_DEVICE,INACCESSIBLE_BOOT_DEVICE,Random restart and BSOD showing INACCESSIBLE_BOOT_DEVICE code INACCESSIBLE_BOOT_DEVICE,Corrupted system files or recent update,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Update or roll back the suspected device driver via Device Manager,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-067,BSOD,INACCESSIBLE_BOOT_DEVICE,INACCESSIBLE_BOOT_DEVICE,Random restart and BSOD showing INACCESSIBLE_BOOT_DEVICE code INACCESSIBLE_BOOT_DEVICE,Disk errors or file system corruption,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Update or roll back the suspected device driver via Device Manager,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-068,BSOD,SYSTEM_SERVICE_EXCEPTION,SYSTEM_SERVICE_EXCEPTION,Random restart and BSOD showing SYSTEM_SERVICE_EXCEPTION code SYSTEM_SERVICE_EXCEPTION,Overheating or hardware incompatibility,Update or roll back the suspected device driver via Device Manager,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-069,BSOD,BAD_POOL_HEADER,BAD_POOL_HEADER,System crashes to BSOD with BAD_POOL_HEADER when starting application,Faulty or outdated device driver,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,"Check disk: `chkdsk /f /r`, and ensure backups",Update or roll back the suspected device driver via Device Manager,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-070,BSOD,MEMORY_MANAGEMENT,MEMORY_MANAGEMENT,Random restart and BSOD showing MEMORY_MANAGEMENT code MEMORY_MANAGEMENT,Disk errors or file system corruption,"Check disk: `chkdsk /f /r`, and ensure backups",Boot into Safe Mode; run System File Checker: `sfc /scannow`,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-071,BSOD,INACCESSIBLE_BOOT_DEVICE,INACCESSIBLE_BOOT_DEVICE,Crash with message INACCESSIBLE_BOOT_DEVICE during driver update,Overheating or hardware incompatibility,"Check disk: `chkdsk /f /r`, and ensure backups",Update or roll back the suspected device driver via Device Manager,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-072,BSOD,KMODE_EXCEPTION_NOT_HANDLED,KMODE_EXCEPTION_NOT_HANDLED,System crashes to BSOD with KMODE_EXCEPTION_NOT_HANDLED when starting application,Overheating or hardware incompatibility,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Update or roll back the suspected device driver via Device Manager,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,low,Microsoft Support / Vendor KB (paraphrased)
BSOD-073,BSOD,BAD_POOL_HEADER,BAD_POOL_HEADER,Random restart and BSOD showing BAD_POOL_HEADER code BAD_POOL_HEADER,Corrupted system files or recent update,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Update or roll back the suspected device driver via Device Manager,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,low,Microsoft Support / Vendor KB (paraphrased)
BSOD-074,BSOD,KERNEL_SECURITY_CHECK_FAILURE,KERNEL_SECURITY_CHECK_FAILURE,Blue screen displaying KERNEL_SECURITY_CHECK_FAILURE (KERNEL_SECURITY_CHECK_FAILURE) after boot,Corrupted system files or recent update,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Update or roll back the suspected device driver via Device Manager,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,low,Microsoft Support / Vendor KB (paraphrased)
BSOD-075,BSOD,KMODE_EXCEPTION_NOT_HANDLED,KMODE_EXCEPTION_NOT_HANDLED,Crash with message KMODE_EXCEPTION_NOT_HANDLED during driver update,Overheating or hardware incompatibility,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,"Check disk: `chkdsk /f /r`, and ensure backups",Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-076,BSOD,PFN_LIST_CORRUPT,PFN_LIST_CORRUPT,System crashes to BSOD with PFN_LIST_CORRUPT when starting application,Corrupted system files or recent update,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,"Check disk: `chkdsk /f /r`, and ensure backups",Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,low,Microsoft Support / Vendor KB (paraphrased)
BSOD-077,BSOD,NTFS_FILE_SYSTEM,NTFS_FILE_SYSTEM,Crash with message NTFS_FILE_SYSTEM during driver update,Corrupted system files or recent update,"Check disk: `chkdsk /f /r`, and ensure backups",Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-078,BSOD,KERNEL_SECURITY_CHECK_FAILURE,KERNEL_SECURITY_CHECK_FAILURE,Crash with message KERNEL_SECURITY_CHECK_FAILURE during driver update,Overheating or hardware incompatibility,"Check disk: `chkdsk /f /r`, and ensure backups",Update or roll back the suspected device driver via Device Manager,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-079,BSOD,NTFS_FILE_SYSTEM,NTFS_FILE_SYSTEM,Crash with message NTFS_FILE_SYSTEM during driver update,Overheating or hardware incompatibility,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Update or roll back the suspected device driver via Device Manager,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-080,BSOD,KMODE_EXCEPTION_NOT_HANDLED,KMODE_EXCEPTION_NOT_HANDLED,Random restart and BSOD showing KMODE_EXCEPTION_NOT_HANDLED code KMODE_EXCEPTION_NOT_HANDLED,Faulty or outdated device driver,Update or roll back the suspected device driver via Device Manager,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,"Check disk: `chkdsk /f /r`, and ensure backups",Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,low,Microsoft Support / Vendor KB (paraphrased)
BSOD-081,BSOD,UNMOUNTABLE_BOOT_VOLUME,UNMOUNTABLE_BOOT_VOLUME,Crash with message UNMOUNTABLE_BOOT_VOLUME during driver update,Corrupted system files or recent update,Update or roll back the suspected device driver via Device Manager,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-082,BSOD,DRIVER_IRQL_NOT_LESS_OR_EQUAL,DRIVER_IRQL_NOT_LESS_OR_EQUAL,Blue screen displaying DRIVER_IRQL_NOT_LESS_OR_EQUAL (DRIVER_IRQL_NOT_LESS_OR_EQUAL) after boot,Faulty or outdated device driver,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,"Check disk: `chkdsk /f /r`, and ensure backups",Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-083,BSOD,KERNEL_SECURITY_CHECK_FAILURE,KERNEL_SECURITY_CHECK_FAILURE,System crashes to BSOD with KERNEL_SECURITY_CHECK_FAILURE when starting application,Corrupted system files or recent update,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,"Check disk: `chkdsk /f /r`, and ensure backups",Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-084,BSOD,KMODE_EXCEPTION_NOT_HANDLED,KMODE_EXCEPTION_NOT_HANDLED,Crash with message KMODE_EXCEPTION_NOT_HANDLED during driver update,Corrupted system files or recent update,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,"Check disk: `chkdsk /f /r`, and ensure backups",Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
BSOD-085,BSOD,Critical process died,CRITICAL_PROCESS_DIED,Crash with message CRITICAL_PROCESS_DIED during driver update,Disk errors or file system corruption,Boot into Safe Mode; run System File Checker: `sfc /scannow`,Update or roll back the suspected device driver via Device Manager,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-086,BSOD,THREAD_STUCK_IN_DEVICE_DRIVER,THREAD_STUCK_IN_DEVICE_DRIVER,System crashes to BSOD with THREAD_STUCK_IN_DEVICE_DRIVER when starting application,Disk errors or file system corruption,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,Update or roll back the suspected device driver via Device Manager,"Check disk: `chkdsk /f /r`, and ensure backups",Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,medium,Microsoft Support / Vendor KB (paraphrased)
BSOD-087,BSOD,Critical process died,CRITICAL_PROCESS_DIED,Crash with message CRITICAL_PROCESS_DIED during driver update,Bad RAM or memory corruption,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Run DISM to repair component store: `DISM /Online /Cleanup-Image /RestoreHealth`,"Check disk: `chkdsk /f /r`, and ensure backups",Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,low,Microsoft Support / Vendor KB (paraphrased)
BSOD-088,BSOD,WHEA_UNCORRECTABLE_ERROR,WHEA_UNCORRECTABLE_ERROR,Blue screen displaying WHEA_UNCORRECTABLE_ERROR (WHEA_UNCORRECTABLE_ERROR) after boot,Disk errors or file system corruption,"Check disk: `chkdsk /f /r`, and ensure backups",Boot into Safe Mode; run System File Checker: `sfc /scannow`,Run memory diagnostic (Windows Memory Diagnostic) and test RAM,Reboot and confirm no BSOD occurs for multiple restarts; check Event Viewer for cleared error.,high,Microsoft Support / Vendor KB (paraphrased)
